treaty_id,treaty_type,coverage_start_date,coverage_end_date,ceding_company,reinsurer_name,limit_amount,retention_amount,quota_share_percent,commission_percent,profit_commission_flag
TREATY107790,XoL,2016-02-15,2018-06-29,"Rubio, Williamson and Farmer",Wright PLC,9284206.55,276427.06,58.64,10.44,True
TREATY679180,Quota Share,2020-09-15,2023-06-07,Freeman-Butler,"Martin, Parks and Jones",1068617.83,758826.88,24.28,15.27,True
TREATY366600,XoL,2017-06-17,2021-11-29,Scott LLC,Jackson-Dickson,712747.31,689543.75,11.94,23.01,True
TREATY502650,XoL,2016-04-19,2021-01-18,"Price, Wilson and Lynch",White LLC,8193408.59,774987.15,48.67,9.69,False
TREATY876280,Quota Share,2021-04-22,2024-08-06,"Hendricks, Mccormick and Campbell","Ball, Hill and Hubbard",8968675.15,72190.82,17.76,19.56,True
TREATY858048,Facultative,2022-02-05,2024-01-26,Munoz-Caldwell,Rogers-Garcia,8220920.78,141407.0,48.65,6.58,True
TREATY141917,Quota Share,2020-12-01,2022-07-18,"Hardy, Christensen and Harrell",Walker-Jenkins,8240174.16,676473.48,35.54,17.14,True
TREATY557042,XoL,2017-12-01,2019-09-08,Carroll-Aguirre,"Miller, Prince and Andrews",4695813.17,318241.54,43.39,6.09,False
TREATY511730,Surplus,2018-12-03,2022-09-08,Barnes Group,"Flowers, Oliver and Gutierrez",8628242.33,275413.19,35.56,9.57,True
TREATY560135,Quota Share,2015-08-04,2019-01-02,Andrews-Boyd,"Salazar, Myers and Jones",2598235.01,487040.15,28.99,19.72,False
TREATY123444,Surplus,2016-09-18,2017-09-26,Torres-Carter,Avila-Barnes,4402687.48,173193.6,18.87,9.05,False
TREATY650474,Quota Share,2015-09-25,2018-04-16,Tanner-Anderson,"Robinson, Green and Hawkins",888957.56,803816.98,66.97,17.15,False
TREATY678006,Quota Share,2019-12-26,2024-03-03,Miller-Rivas,"Duran, Fernandez and Jenkins",6121575.51,143495.46,41.11,11.6,True
TREATY835182,Surplus,2022-11-27,2025-12-25,Huynh-Ward,"Fuller, Blair and Williams",4162677.64,278899.32,64.16,11.47,False
TREATY432351,Facultative,2017-07-03,2020-02-11,Smith-Taylor,"Cooper, Edwards and Hernandez",9792459.06,322711.0,31.67,18.39,False
TREATY283164,Quota Share,2023-06-30,2024-08-11,Nguyen-Robinson,"Jones, Levine and Hall",3393683.5,562897.6,22.84,11.51,False
TREATY890774,Facultative,2019-11-24,2021-04-25,Hill-Adams,Warner LLC,1727239.47,959509.25,74.66,8.07,False
TREATY658337,XoL,2020-07-23,2023-09-12,Gonzalez-Baker,"Martinez, Quinn and Johnson",6410741.96,309208.09,10.96,18.81,False
TREATY175089,Facultative,2019-08-08,2021-11-18,Clark-Love,Flores-Miller,8892010.18,331121.01,87.93,17.07,True
TREATY154843,Facultative,2022-10-28,2025-01-30,Willis LLC,Short Group,4372383.87,154859.39,26.75,16.13,True
TREATY051477,Quota Share,2015-04-30,2019-11-20,"Donovan, Edwards and Jacobs","Cox, Schultz and Cooper",8297808.31,153021.46,66.92,15.08,True
TREATY715449,Facultative,2017-02-13,2019-11-06,Palmer Ltd,"Bishop, Bailey and Davis",7304341.88,887804.27,32.78,9.9,False
TREATY784003,Surplus,2023-02-04,2027-10-06,Hart Inc,Walker-Ford,4298567.0,232445.02,81.95,21.45,False
TREATY383728,Facultative,2018-09-16,2021-10-18,Pruitt PLC,Morris-Craig,812645.1,138594.33,81.62,21.38,False
TREATY320356,Quota Share,2016-02-04,2017-10-03,"Chavez, Martinez and Sanders","Henry, Jimenez and Mckenzie",2481523.57,314767.63,54.39,19.94,True
TREATY431954,Quota Share,2023-07-27,2028-07-01,Wright PLC,Jackson-Jones,6233291.76,854209.29,28.93,22.24,False
TREATY387873,Surplus,2021-08-20,2026-02-28,Cook PLC,"Rice, Jackson and Marsh",6985564.36,168032.03,35.1,18.77,True
TREATY078822,Facultative,2019-12-20,2024-11-14,Schultz LLC,Gibson PLC,8624407.7,672863.46,57.2,22.72,True
TREATY354536,Facultative,2020-11-09,2022-01-27,Phillips Ltd,Oliver Inc,3482748.28,719677.26,83.61,19.53,False
TREATY143525,Surplus,2017-07-09,2021-05-28,Smith LLC,Moore-Sosa,8169008.76,908448.72,53.22,9.77,False
TREATY346234,Surplus,2019-10-28,2021-01-28,Schaefer Group,Spencer PLC,2005248.7,848037.23,17.23,14.19,False
TREATY103188,Facultative,2022-02-18,2026-04-16,Cole Inc,Adams Group,1643295.59,911602.86,22.37,19.12,False
TREATY814188,Quota Share,2017-09-06,2020-04-18,Foster Ltd,Thompson-Watson,4838695.33,664147.56,12.17,17.99,True
TREATY247196,Surplus,2015-12-28,2018-12-05,Barnes Ltd,"Anderson, Fox and Shaw",9854779.29,308926.1,68.79,16.59,True
TREATY339193,XoL,2023-01-30,2027-12-04,Sullivan-Medina,Cabrera-Campbell,7239794.4,422330.62,17.5,14.53,False
TREATY732722,XoL,2023-11-20,2028-11-04,Ross Group,"Jordan, Benson and Rios",4153101.9,526819.11,50.0,16.06,True
TREATY460054,XoL,2017-01-09,2021-10-02,Matthews Group,"Pratt, Arroyo and Stone",3406264.23,822351.84,13.63,18.58,False
TREATY636976,Facultative,2016-06-29,2019-08-12,"Wright, Martinez and Adkins","Kirk, Navarro and Randall",8206065.04,494560.84,55.27,17.37,False
TREATY620850,Quota Share,2021-02-01,2025-05-30,Walker and Sons,Wright Ltd,6854138.57,536704.31,25.49,15.74,True
TREATY152361,Surplus,2022-11-18,2024-01-30,Smith-Rodgers,"Campos, Garrison and Reyes",4290122.98,371216.82,41.8,20.12,True
TREATY279465,Quota Share,2021-08-09,2025-12-28,Gonzales-Pham,Zuniga-Morton,5738992.49,604805.78,15.88,16.87,True
TREATY604819,Surplus,2020-04-05,2023-01-08,Parker Ltd,Scott-James,2662213.97,167569.17,37.62,23.91,False
TREATY598491,XoL,2016-05-04,2017-10-23,Jordan-Black,"Townsend, Myers and Smith",1385841.21,900549.55,32.9,20.83,False
TREATY851345,Surplus,2017-05-30,2019-02-28,Suarez-Diaz,Arnold-Keith,1088883.54,537137.01,16.94,9.66,True
TREATY713375,Facultative,2020-02-21,2021-06-28,Hernandez-Edwards,Hicks Ltd,2688086.41,218860.62,19.31,14.15,True
TREATY726207,Surplus,2023-06-06,2027-04-30,Hayes Group,"Stanley, Fitzgerald and Blair",3884253.18,909637.75,57.12,22.83,True
TREATY164730,Quota Share,2018-04-14,2022-06-27,Aguilar and Sons,"Villarreal, Crawford and Cervantes",2386893.95,157400.8,77.9,16.16,False
TREATY434946,XoL,2018-06-11,2023-04-22,Hall-Downs,Cruz-Jenkins,2955744.57,59919.13,27.19,10.76,True
TREATY113093,Facultative,2022-03-12,2023-05-22,Berry and Sons,"Smith, Scott and Payne",2156099.8,766683.61,72.39,5.03,False
TREATY151849,XoL,2021-03-24,2026-03-04,"Hanson, Castro and Jacobs",Cunningham-Hoffman,7079284.1,195312.19,29.79,12.44,False
TREATY001156,Facultative,2016-01-14,2020-08-26,"Spencer, Roth and Anderson",Savage Group,8556512.02,231576.6,78.04,6.85,True
TREATY138046,Quota Share,2018-05-13,2019-06-23,Haynes-Long,"Wallace, Ward and Smith",9286636.28,902109.66,35.69,10.54,True
TREATY634292,XoL,2017-12-17,2022-05-02,"Sexton, Chase and Gomez",Wilson LLC,731801.61,555776.22,59.68,22.42,False
TREATY845058,XoL,2018-05-28,2021-05-08,Adams Inc,Booth-Robinson,9672445.79,998583.94,87.4,14.53,False
TREATY229141,Facultative,2021-11-11,2024-12-16,Goodman Ltd,Foster-Michael,3765051.78,526022.67,58.85,23.85,False
TREATY948819,XoL,2021-10-14,2024-08-04,"Jenkins, Marshall and Ward","Owens, Barajas and Brown",1416468.6,221718.89,26.44,15.33,False
TREATY231269,Surplus,2021-10-23,2023-09-06,Parker-Anderson,Gomez Group,8857605.84,683921.36,40.41,16.76,True
TREATY898583,XoL,2018-08-24,2021-09-16,Edwards Ltd,Rodriguez Inc,5886075.16,358782.95,28.22,12.61,False
TREATY741042,Facultative,2015-06-12,2018-03-03,Jackson-White,Charles Ltd,1258269.31,502826.5,81.22,12.16,True
TREATY701981,Quota Share,2019-11-25,2021-07-25,"Martinez, Valdez and Reed","Bell, Simmons and Weaver",5166689.6,405976.95,53.24,5.64,True
TREATY019184,Facultative,2018-11-10,2022-10-01,"Jones, Calderon and Miller",King-Miller,5138299.39,286311.0,79.64,24.21,False
TREATY401722,XoL,2023-02-21,2025-04-29,"Simpson, Brady and Smith",Nunez LLC,4630695.7,877208.4,38.5,23.81,True
TREATY223189,Quota Share,2017-02-02,2021-02-19,"Lynch, Guerra and Taylor",Ramos PLC,6277390.28,869468.73,43.05,9.91,False
TREATY936017,Surplus,2019-08-13,2023-06-02,Edwards LLC,Reyes Inc,9129576.59,412856.58,64.32,17.62,False
TREATY406772,Quota Share,2023-02-28,2027-12-05,Anthony PLC,House-Herrera,561639.05,155872.57,23.14,9.5,True
TREATY700140,XoL,2017-03-04,2021-03-19,Duncan Group,Snyder Group,4795141.9,983341.16,13.2,18.06,False
TREATY880643,Facultative,2015-05-06,2017-06-03,Marshall Inc,Bishop-Conner,7099346.01,60743.91,45.47,11.85,True
TREATY958190,Quota Share,2021-12-08,2024-06-24,"Mcbride, Robinson and Parrish",Martinez-Foster,9489435.76,153827.85,78.64,11.42,False
TREATY390207,Quota Share,2016-11-22,2021-04-10,James-Phillips,Gutierrez Inc,8877296.43,91597.37,87.87,22.56,True
TREATY979850,Facultative,2015-04-16,2016-11-22,"Hernandez, Silva and Hamilton",Lopez-Lamb,2948235.67,498199.14,80.56,10.68,True
TREATY579643,Quota Share,2020-11-05,2024-05-25,King Group,Mason-Bond,554980.63,881569.9,25.59,10.69,False
TREATY633329,XoL,2021-01-10,2024-10-11,Miller-Burke,Turner and Sons,6923227.69,378390.76,76.77,18.81,False
TREATY205055,Facultative,2023-06-19,2026-04-03,Zuniga-Flowers,"Richardson, Clark and Poole",1559247.1,351063.8,88.29,11.86,True
TREATY499367,Surplus,2017-12-16,2021-08-09,"Frost, Harris and Williams",Gibson PLC,9222479.05,849469.57,45.2,10.7,True
TREATY695623,Facultative,2020-08-22,2022-03-22,Thompson-Smith,"Jordan, Murray and Allen",9900363.77,501384.91,48.28,9.89,False
TREATY842965,Quota Share,2017-05-02,2021-07-03,Small-Smith,Dickerson-Wilson,6985316.4,127116.52,47.72,17.31,False
TREATY557741,XoL,2020-05-25,2022-06-28,"Villarreal, Stone and Lynn","Quinn, Peterson and Garcia",7197747.62,731346.11,52.38,9.17,False
TREATY243963,Quota Share,2021-10-28,2026-08-07,Watson Ltd,Wright-Williams,8897333.1,825270.25,59.93,12.09,False
TREATY829317,XoL,2015-02-20,2018-07-12,Fitzgerald-Singh,"Nelson, Bray and Marquez",2942537.95,582582.32,28.85,14.69,False
TREATY359974,Facultative,2017-11-16,2019-01-09,Orr-Olson,Nolan Ltd,4798559.58,669878.41,14.82,9.84,True
TREATY797332,Surplus,2023-02-27,2026-08-14,Mills-Fritz,Dougherty and Sons,4898771.86,486744.85,22.48,19.54,False
TREATY018579,Quota Share,2019-09-11,2024-09-09,Camacho-Gordon,Ewing-Owens,9100585.38,259916.22,13.87,11.86,True
TREATY640988,Surplus,2015-06-30,2017-09-17,"Richard, Roman and Schmidt",Richardson Group,8991744.48,246828.21,51.62,20.93,False
TREATY557350,Surplus,2023-10-07,2026-04-09,Cooke Inc,Clark LLC,2881896.58,274239.9,45.29,13.76,True
TREATY686117,Surplus,2019-12-23,2023-04-18,"Carpenter, Young and Barnett",Andrade-Oliver,3539271.03,743231.94,69.06,16.76,True
TREATY836984,Quota Share,2016-02-05,2017-10-11,Fox PLC,Ayala Ltd,1461862.63,765327.64,85.2,19.64,False
TREATY091026,XoL,2015-12-23,2020-09-29,Reid LLC,Anderson Group,2853622.66,770004.19,56.64,8.09,True
TREATY676177,XoL,2022-03-10,2026-07-19,Taylor-Murray,Sullivan Group,3910835.51,701582.28,73.02,9.82,False
TREATY418325,Quota Share,2019-11-19,2022-09-29,"Garcia, Washington and Norris",Stewart Ltd,5360345.79,668255.68,16.21,16.43,True
TREATY760389,Surplus,2016-08-27,2018-03-31,Castillo-Brown,"Diaz, Mendoza and Wilkinson",1236018.97,620929.05,27.29,6.12,False
TREATY884720,Surplus,2019-08-10,2023-09-02,"Martin, Gregory and Stewart",Jones-Bell,6903805.57,604346.74,87.34,10.61,True
TREATY326531,Quota Share,2022-03-02,2025-08-24,Thomas and Sons,Moore-Schroeder,6803394.12,414306.92,56.98,20.87,False
TREATY090297,Facultative,2017-03-29,2022-01-31,Crawford-Adams,"Fisher, Brown and Townsend",5717964.95,637316.49,65.58,17.56,False
TREATY656779,XoL,2021-05-29,2023-12-13,Wright-Miller,Garcia Group,2364518.0,632194.11,20.1,7.27,True
TREATY227594,XoL,2022-03-09,2025-11-12,"Dixon, Morris and Dickerson",Stewart PLC,595941.97,419021.99,33.97,16.2,True
